Disease,Symptoms,Severity
Food Poisoning,"abdominal pain,vomiting,dehydration,diarrhea,fever",Medium
Food Poisoning,"vomiting,diarrhea,nausea,dehydration,abdominal pain",Medium
Food Poisoning,"dehydration,abdominal pain,vomiting,nausea,diarrhea",Medium
Food Poisoning,"abdominal pain,diarrhea,vomiting,fever,dehydration",Medium
Food Poisoning,"abdominal pain,diarrhea,vomiting,dehydration,fever",Medium
Food Poisoning,"abdominal pain,vomiting,fever,nausea,diarrhea",Medium
Food Poisoning,"vomiting,abdominal pain,diarrhea,fever",Medium
Food Poisoning,"nausea,abdominal pain,vomiting,diarrhea",Medium
Food Poisoning,"diarrhea,dehydration,abdominal pain,vomiting",Medium
Food Poisoning,"abdominal pain,dehydration,vomiting,diarrhea",Medium
Food Poisoning,"diarrhea,abdominal pain,nausea,dehydration,vomiting",Medium
Food Poisoning,"dehydration,vomiting,nausea,diarrhea,fever,abdominal pain",Medium
Food Poisoning,"diarrhea,fever,vomiting,abdominal pain",Medium
Food Poisoning,"fever,diarrhea,vomiting,nausea,dehydration,abdominal pain",Medium
Food Poisoning,"vomiting,abdominal pain,diarrhea,dehydration",Medium
Food Poisoning,"vomiting,nausea,abdominal pain,diarrhea,dehydration",Medium
Food Poisoning,"abdominal pain,diarrhea,fever,vomiting",Medium
Food Poisoning,"diarrhea,fever,dehydration,nausea,vomiting,abdominal pain",Medium
Food Poisoning,"diarrhea,nausea,dehydration,abdominal pain,fever,vomiting",Medium
Food Poisoning,"vomiting,diarrhea,abdominal pain,nausea",Medium
Heart Attack,"dizziness,nausea,shortness of breath,chest pain,sweating,left arm pain",Critical
Heart Attack,"left arm pain,sweating,chest pain,shortness of breath",Critical
Heart Attack,"shortness of breath,nausea,chest pain,dizziness,left arm pain",Critical
Heart Attack,"left arm pain,chest pain,shortness of breath,sweating",Critical
Heart Attack,"nausea,shortness of breath,chest pain,sweating,left arm pain,dizziness",Critical
Heart Attack,"dizziness,chest pain,shortness of breath",Critical
Heart Attack,"nausea,left arm pain,shortness of breath,dizziness,sweating,chest pain",Critical
Heart Attack,"sweating,left arm pain,chest pain,shortness of breath",Critical
Heart Attack,"nausea,left arm pain,shortness of breath,chest pain",Critical
Heart Attack,"left arm pain,shortness of breath,chest pain,sweating,nausea",Critical
Heart Attack,"chest pain,dizziness,shortness of breath",Critical
Heart Attack,"sweating,left arm pain,dizziness,shortness of breath,nausea,chest pain",Critical
Heart Attack,"shortness of breath,nausea,sweating,chest pain,dizziness",Critical
Heart Attack,"nausea,left arm pain,shortness of breath,sweating,chest pain",Critical
Heart Attack,"shortness of breath,sweating,chest pain",Critical
Heart Attack,"shortness of breath,dizziness,nausea,chest pain",Critical
Heart Attack,"shortness of breath,sweating,chest pain",Critical
Heart Attack,"shortness of breath,chest pain,nausea,left arm pain",Critical
Heart Attack,"left arm pain,chest pain,shortness of breath",Critical
Heart Attack,"chest pain,shortness of breath,sweating",Critical
Heart Attack,"dizziness,chest pain,sweating,shortness of breath,left arm pain,nausea",Critical
Heart Attack,"chest pain,left arm pain,nausea,dizziness,sweating,shortness of breath",Critical
Heart Attack,"chest pain,dizziness,shortness of breath,left arm pain,nausea",Critical
Heart Attack,"shortness of breath,chest pain,sweating",Critical
Heart Attack,"chest pain,sweating,shortness of breath",Critical
Heart Attack,"dizziness,nausea,chest pain,sweating,left arm pain,shortness of breath",Critical
Heart Attack,"left arm pain,sweating,shortness of breath,dizziness,nausea,chest pain",Critical
Heart Attack,"nausea,dizziness,left arm pain,shortness of breath,chest pain,sweating",Critical
Heart Attack,"nausea,shortness of breath,chest pain",Critical
Heart Attack,"chest pain,nausea,shortness of breath,left arm pain",Critical
Heart Attack,"chest pain,shortness of breath,dizziness,nausea",Critical
Heart Attack,"nausea,shortness of breath,dizziness,chest pain,left arm pain",Critical
Heart Attack,"chest pain,shortness of breath,sweating,dizziness,nausea,left arm pain",Critical
Heart Attack,"nausea,sweating,chest pain,left arm pain,shortness of breath,dizziness",Critical
Heart Attack,"shortness of breath,nausea,left arm pain,dizziness,chest pain,sweating",Critical
Heart Attack,"shortness of breath,nausea,left arm pain,sweating,chest pain,dizziness",Critical
Heart Attack,"left arm pain,nausea,chest pain,shortness of breath",Critical
Heart Attack,"shortness of breath,chest pain,sweating,left arm pain",Critical
Heart Attack,"left arm pain,dizziness,sweating,nausea,chest pain,shortness of breath",Critical
Heart Attack,"sweating,shortness of breath,chest pain,nausea,left arm pain,dizziness",Critical
Heart Attack,"nausea,chest pain,shortness of breath,left arm pain",Critical
Heart Attack,"dizziness,shortness of breath,chest pain",Critical
Heart Attack,"chest pain,sweating,dizziness,shortness of breath",Critical
Heart Attack,"shortness of breath,chest pain,left arm pain,sweating",Critical
Heart Attack,"dizziness,chest pain,shortness of breath",Critical
Heart Attack,"sweating,chest pain,shortness of breath",Critical
Heart Attack,"shortness of breath,chest pain,dizziness,left arm pain",Critical
Heart Attack,"left arm pain,sweating,nausea,chest pain,shortness of breath,dizziness",Critical
Heart Attack,"left arm pain,chest pain,shortness of breath,sweating",Critical
Heart Attack,"chest pain,left arm pain,shortness of breath",Critical
Angina,"chest tightness,shortness of breath,chest pain,dizziness,fatigue",High
Angina,"dizziness,chest tightness,fatigue,chest pain",High
Angina,"chest tightness,shortness of breath,chest pain,dizziness,fatigue",High
Angina,"chest tightness,dizziness,fatigue,chest pain,shortness of breath",High
Angina,"chest pain,chest tightness,dizziness,shortness of breath",High
Angina,"dizziness,chest tightness,chest pain,shortness of breath",High
Angina,"chest tightness,chest pain,shortness of breath,dizziness",High
Angina,"fatigue,chest tightness,chest pain",High
Angina,"dizziness,chest tightness,chest pain",High
Angina,"chest tightness,shortness of breath,dizziness,chest pain,fatigue",High
Angina,"dizziness,chest tightness,fatigue,chest pain,shortness of breath",High
Angina,"dizziness,fatigue,chest pain,chest tightness",High
Angina,"fatigue,chest pain,chest tightness,shortness of breath",High
Angina,"dizziness,chest pain,chest tightness",High
Angina,"fatigue,chest tightness,chest pain,shortness of breath,dizziness",High
Angina,"chest tightness,fatigue,shortness of breath,chest pain,dizziness",High
Angina,"fatigue,chest tightness,shortness of breath,chest pain",High
Angina,"chest tightness,chest pain,fatigue,dizziness",High
Angina,"shortness of breath,chest tightness,fatigue,dizziness,chest pain",High
Angina,"shortness of breath,chest tightness,chest pain",High
Angina,"chest pain,chest tightness,shortness of breath",High
Angina,"dizziness,chest tightness,shortness of breath,chest pain",High
Angina,"chest pain,shortness of breath,chest tightness,fatigue",High
Angina,"chest tightness,shortness of breath,chest pain",High
Angina,"dizziness,fatigue,chest tightness,chest pain",High
Angina,"chest pain,dizziness,chest tightness,fatigue,shortness of breath",High
Angina,"chest pain,chest tightness,dizziness,fatigue,shortness of breath",High
Angina,"chest tightness,chest pain,fatigue,dizziness",High
Angina,"fatigue,dizziness,shortness of breath,chest tightness,chest pain",High
Angina,"chest pain,chest tightness,dizziness",High
Angina,"chest pain,fatigue,shortness of breath,chest tightness",High
Angina,"chest pain,chest tightness,shortness of breath,dizziness,fatigue",High
Angina,"chest tightness,dizziness,chest pain",High
Angina,"shortness of breath,chest pain,dizziness,fatigue,chest tightness",High
Angina,"chest pain,shortness of breath,chest tightness",High
Angina,"chest pain,dizziness,shortness of breath,chest tightness",High
Angina,"shortness of breath,chest tightness,chest pain",High
Angina,"fatigue,dizziness,chest tightness,shortness of breath,chest pain",High
Angina,"chest pain,fatigue,chest tightness",High
Angina,"dizziness,chest pain,chest tightness",High
Angina,"chest pain,dizziness,chest tightness,fatigue,shortness of breath",High
Angina,"chest pain,fatigue,shortness of breath,chest tightness,dizziness",High
Angina,"chest tightness,shortness of breath,chest pain",High
Angina,"chest tightness,chest pain,dizziness,fatigue",High
Angina,"chest pain,shortness of breath,chest tightness,dizziness",High
Angina,"chest pain,dizziness,shortness of breath,fatigue,chest tightness",High
Angina,"chest pain,fatigue,chest tightness",High
Angina,"fatigue,chest tightness,dizziness,chest pain",High
Angina,"chest tightness,chest pain,shortness of breath",High
Angina,"chest pain,chest tightness,fatigue",High
Heart Failure,"fatigue,shortness of breath,persistent cough,swelling",High
Heart Failure,"shortness of breath,persistent cough,fatigue",High
Heart Failure,"chest pain,fatigue,swelling,shortness of breath",High
Heart Failure,"fatigue,chest pain,persistent cough,shortness of breath",High
Heart Failure,"persistent cough,chest pain,shortness of breath,fatigue",High
Heart Failure,"chest pain,fatigue,shortness of breath,swelling",High
Heart Failure,"shortness of breath,persistent cough,fatigue,swelling",High
Heart Failure,"fatigue,swelling,shortness of breath",High
Heart Failure,"shortness of breath,fatigue,swelling,persistent cough,chest pain",High
Heart Failure,"chest pain,shortness of breath,fatigue",High
Heart Failure,"persistent cough,chest pain,fatigue,swelling,shortness of breath",High
Heart Failure,"shortness of breath,chest pain,fatigue",High
Heart Failure,"persistent cough,chest pain,shortness of breath,fatigue",High
Heart Failure,"chest pain,persistent cough,shortness of breath,fatigue",High
Heart Failure,"chest pain,persistent cough,fatigue,shortness of breath",High
Heart Failure,"chest pain,persistent cough,shortness of breath,fatigue",High
Heart Failure,"chest pain,shortness of breath,fatigue,persistent cough",High
Heart Failure,"persistent cough,fatigue,shortness of breath",High
Heart Failure,"shortness of breath,fatigue,persistent cough",High
Heart Failure,"chest pain,swelling,fatigue,persistent cough,shortness of breath",High
Heart Failure,"chest pain,fatigue,shortness of breath",High
Heart Failure,"fatigue,chest pain,shortness of breath",High
Heart Failure,"fatigue,shortness of breath,persistent cough",High
Heart Failure,"fatigue,persistent cough,shortness of breath,chest pain,swelling",High
Heart Failure,"shortness of breath,persistent cough,fatigue,swelling,chest pain",High
Heart Failure,"fatigue,shortness of breath,swelling",High
Heart Failure,"shortness of breath,swelling,chest pain,fatigue,persistent cough",High
Heart Failure,"fatigue,shortness of breath,persistent cough",High
Heart Failure,"shortness of breath,fatigue,swelling",High
Heart Failure,"chest pain,persistent cough,shortness of breath,swelling,fatigue",High
Heart Failure,"fatigue,chest pain,shortness of breath,swelling",High
Heart Failure,"swelling,shortness of breath,chest pain,persistent cough,fatigue",High
Heart Failure,"persistent cough,swelling,chest pain,fatigue,shortness of breath",High
Heart Failure,"shortness of breath,fatigue,chest pain",High
Heart Failure,"fatigue,swelling,chest pain,persistent cough,shortness of breath",High
Heart Failure,"fatigue,swelling,shortness of breath,persistent cough",High
Heart Failure,"fatigue,swelling,shortness of breath,chest pain",High
Heart Failure,"shortness of breath,chest pain,fatigue,swelling,persistent cough",High
Heart Failure,"fatigue,swelling,shortness of breath",High
Heart Failure,"fatigue,shortness of breath,swelling,persistent cough",High
Heart Failure,"swelling,chest pain,fatigue,shortness of breath",High
Heart Failure,"fatigue,shortness of breath,chest pain,persistent cough",High
Heart Failure,"persistent cough,chest pain,swelling,shortness of breath,fatigue",High
Heart Failure,"chest pain,fatigue,shortness of breath",High
Heart Failure,"persistent cough,fatigue,shortness of breath",High
Heart Failure,"fatigue,shortness of breath,swelling",High
Heart Failure,"shortness of breath,swelling,fatigue",High
Heart Failure,"fatigue,shortness of breath,persistent cough,chest pain",High
Heart Failure,"fatigue,persistent cough,swelling,shortness of breath,chest pain",High
Heart Failure,"chest pain,swelling,persistent cough,shortness of breath,fatigue",High
Arrhythmia,"palpitations,dizziness,shortness of breath,chest pain",Medium
Arrhythmia,"fainting,chest pain,dizziness,palpitations",Medium
Arrhythmia,"shortness of breath,chest pain,palpitations,dizziness",Medium
Arrhythmia,"palpitations,chest pain,dizziness",Medium
Arrhythmia,"chest pain,palpitations,dizziness,shortness of breath",Medium
Arrhythmia,"palpitations,shortness of breath,dizziness",Medium
Arrhythmia,"dizziness,chest pain,palpitations,fainting",Medium
Arrhythmia,"palpitations,chest pain,dizziness,fainting",Medium
Arrhythmia,"chest pain,dizziness,shortness of breath,palpitations",Medium
Arrhythmia,"shortness of breath,fainting,palpitations,chest pain,dizziness",Medium
Arrhythmia,"shortness of breath,dizziness,palpitations,chest pain",Medium
Arrhythmia,"dizziness,palpitations,shortness of breath",Medium
Arrhythmia,"chest pain,fainting,dizziness,shortness of breath,palpitations",Medium
Arrhythmia,"palpitations,dizziness,fainting",Medium
Arrhythmia,"chest pain,palpitations,shortness of breath,dizziness",Medium
Arrhythmia,"chest pain,fainting,dizziness,palpitations",Medium
Arrhythmia,"palpitations,shortness of breath,dizziness",Medium
Arrhythmia,"fainting,palpitations,chest pain,shortness of breath,dizziness",Medium
Arrhythmia,"shortness of breath,palpitations,fainting,chest pain,dizziness",Medium
Arrhythmia,"dizziness,fainting,palpitations",Medium
Arrhythmia,"fainting,shortness of breath,palpitations,chest pain,dizziness",Medium
Arrhythmia,"shortness of breath,chest pain,fainting,palpitations,dizziness",Medium
Arrhythmia,"palpitations,chest pain,fainting,dizziness,shortness of breath",Medium
Arrhythmia,"chest pain,dizziness,palpitations",Medium
Arrhythmia,"chest pain,fainting,shortness of breath,palpitations,dizziness",Medium
Arrhythmia,"dizziness,chest pain,palpitations",Medium
Arrhythmia,"shortness of breath,dizziness,palpitations,chest pain,fainting",Medium
Arrhythmia,"palpitations,dizziness,shortness of breath,chest pain",Medium
Arrhythmia,"chest pain,dizziness,palpitations,fainting",Medium
Arrhythmia,"dizziness,palpitations,fainting",Medium
Arrhythmia,"shortness of breath,palpitations,chest pain,fainting,dizziness",Medium
Arrhythmia,"dizziness,palpitations,shortness of breath",Medium
Arrhythmia,"palpitations,dizziness,fainting,chest pain,shortness of breath",Medium
Arrhythmia,"chest pain,dizziness,shortness of breath,fainting,palpitations",Medium
Arrhythmia,"palpitations,fainting,dizziness,shortness of breath",Medium
Arrhythmia,"palpitations,fainting,dizziness",Medium
Arrhythmia,"dizziness,fainting,palpitations",Medium
Arrhythmia,"palpitations,dizziness,shortness of breath",Medium
Arrhythmia,"fainting,palpitations,chest pain,shortness of breath,dizziness",Medium
Arrhythmia,"palpitations,dizziness,shortness of breath",Medium
Arrhythmia,"dizziness,fainting,chest pain,shortness of breath,palpitations",Medium
Arrhythmia,"fainting,dizziness,palpitations",Medium
Arrhythmia,"shortness of breath,fainting,chest pain,palpitations,dizziness",Medium
Arrhythmia,"shortness of breath,palpitations,dizziness",Medium
Arrhythmia,"chest pain,palpitations,dizziness,fainting",Medium
Arrhythmia,"dizziness,fainting,palpitations,chest pain,shortness of breath",Medium
Arrhythmia,"dizziness,shortness of breath,chest pain,palpitations,fainting",Medium
Arrhythmia,"fainting,palpitations,dizziness,chest pain,shortness of breath",Medium
Arrhythmia,"shortness of breath,chest pain,dizziness,fainting,palpitations",Medium
Arrhythmia,"fainting,dizziness,shortness of breath,palpitations",Medium
Stroke,"difficulty speaking,numbness,paralysis,loss of balance,confusion,blurred vision",Critical
Stroke,"difficulty speaking,numbness,loss of balance",Critical
Stroke,"numbness,loss of balance,blurred vision,paralysis,confusion,difficulty speaking",Critical
Stroke,"difficulty speaking,paralysis,confusion,blurred vision,numbness",Critical
Stroke,"numbness,loss of balance,paralysis,difficulty speaking,blurred vision",Critical
Stroke,"loss of balance,numbness,difficulty speaking",Critical
Stroke,"difficulty speaking,confusion,paralysis,blurred vision,numbness",Critical
Stroke,"blurred vision,paralysis,difficulty speaking,numbness",Critical
Stroke,"paralysis,confusion,blurred vision,loss of balance,numbness,difficulty speaking",Critical
Stroke,"numbness,confusion,difficulty speaking",Critical
Stroke,"confusion,blurred vision,difficulty speaking,numbness,paralysis,loss of balance",Critical
Stroke,"loss of balance,paralysis,confusion,blurred vision,difficulty speaking,numbness",Critical
Stroke,"numbness,loss of balance,confusion,paralysis,difficulty speaking,blurred vision",Critical
Stroke,"blurred vision,loss of balance,difficulty speaking,numbness,paralysis,confusion",Critical
Stroke,"blurred vision,confusion,difficulty speaking,paralysis,numbness",Critical
Stroke,"numbness,difficulty speaking,loss of balance",Critical
Stroke,"loss of balance,numbness,difficulty speaking,blurred vision,confusion",Critical
Stroke,"blurred vision,loss of balance,numbness,paralysis,difficulty speaking",Critical
Stroke,"blurred vision,loss of balance,confusion,difficulty speaking,numbness",Critical
Stroke,"numbness,difficulty speaking,confusion,loss of balance",Critical
Stroke,"difficulty speaking,paralysis,confusion,blurred vision,numbness,loss of balance",Critical
Stroke,"confusion,numbness,paralysis,loss of balance,blurred vision,difficulty speaking",Critical
Stroke,"confusion,paralysis,blurred vision,numbness,difficulty speaking,loss of balance",Critical
Stroke,"paralysis,blurred vision,loss of balance,numbness,difficulty speaking,confusion",Critical
Stroke,"confusion,difficulty speaking,numbness",Critical
Stroke,"loss of balance,numbness,confusion,difficulty speaking",Critical
Stroke,"blurred vision,numbness,difficulty speaking",Critical
Stroke,"numbness,difficulty speaking,loss of balance",Critical
Stroke,"paralysis,confusion,difficulty speaking,numbness",Critical
Stroke,"numbness,confusion,difficulty speaking,loss of balance",Critical
Stroke,"numbness,difficulty speaking,confusion",Critical
Stroke,"difficulty speaking,numbness,paralysis,confusion,loss of balance,blurred vision",Critical
Stroke,"difficulty speaking,numbness,loss of balance,blurred vision",Critical
Stroke,"numbness,loss of balance,difficulty speaking,confusion,paralysis",Critical
Stroke,"confusion,difficulty speaking,numbness,blurred vision",Critical
Stroke,"loss of balance,numbness,difficulty speaking,blurred vision,paralysis,confusion",Critical
Stroke,"difficulty speaking,numbness,loss of balance,blurred vision",Critical
Stroke,"numbness,confusion,difficulty speaking,paralysis",Critical
Stroke,"numbness,blurred vision,difficulty speaking,loss of balance,confusion",Critical
Stroke,"difficulty speaking,numbness,loss of balance,blurred vision,paralysis,confusion",Critical
Stroke,"loss of balance,numbness,difficulty speaking,confusion",Critical
Stroke,"paralysis,numbness,confusion,difficulty speaking",Critical
Stroke,"numbness,difficulty speaking,loss of balance,paralysis",Critical
Stroke,"loss of balance,numbness,difficulty speaking,paralysis,confusion",Critical
Stroke,"numbness,confusion,paralysis,difficulty speaking",Critical
Stroke,"loss of balance,difficulty speaking,numbness",Critical
Stroke,"blurred vision,numbness,difficulty speaking,confusion",Critical
Stroke,"numbness,blurred vision,difficulty speaking",Critical
Stroke,"difficulty speaking,confusion,loss of balance,numbness,paralysis,blurred vision",Critical
Stroke,"numbness,blurred vision,difficulty speaking,confusion",Critical
Epilepsy,"memory loss,confusion,loss of consciousness,fatigue,seizures",High
Epilepsy,"loss of consciousness,confusion,fatigue,memory loss,seizures",High
Epilepsy,"fatigue,seizures,confusion",High
Epilepsy,"seizures,memory loss,confusion",High
Epilepsy,"fatigue,memory loss,loss of consciousness,confusion,seizures",High
Epilepsy,"fatigue,memory loss,confusion,seizures",High
Epilepsy,"confusion,loss of consciousness,memory loss,seizures",High
Epilepsy,"fatigue,seizures,confusion",High
Epilepsy,"memory loss,seizures,confusion",High
Epilepsy,"seizures,fatigue,confusion,memory loss,loss of consciousness",High
Epilepsy,"fatigue,confusion,loss of consciousness,seizures,memory loss",High
Epilepsy,"confusion,seizures,loss of consciousness,memory loss",High
Epilepsy,"memory loss,confusion,loss of consciousness,seizures,fatigue",High
Epilepsy,"fatigue,confusion,seizures,loss of consciousness,memory loss",High
Epilepsy,"fatigue,seizures,loss of consciousness,confusion,memory loss",High
Epilepsy,"loss of consciousness,confusion,seizures",High
Epilepsy,"seizures,loss of consciousness,fatigue,memory loss,confusion",High
Epilepsy,"confusion,seizures,memory loss",High
Epilepsy,"seizures,fatigue,confusion,loss of consciousness",High
Epilepsy,"fatigue,confusion,seizures,memory loss,loss of consciousness",High
Epilepsy,"seizures,memory loss,confusion,loss of consciousness",High
Epilepsy,"seizures,memory loss,confusion,fatigue,loss of consciousness",High
Epilepsy,"fatigue,confusion,seizures",High
Epilepsy,"fatigue,seizures,confusion,loss of consciousness",High
Epilepsy,"memory loss,confusion,seizures,fatigue,loss of consciousness",High
Epilepsy,"loss of consciousness,seizures,confusion",High
Epilepsy,"fatigue,seizures,memory loss,confusion,loss of consciousness",High
Epilepsy,"seizures,confusion,loss of consciousness",High
Epilepsy,"confusion,fatigue,loss of consciousness,seizures",High
Epilepsy,"loss of consciousness,memory loss,seizures,confusion,fatigue",High
Epilepsy,"loss of consciousness,seizures,memory loss,confusion,fatigue",High
Epilepsy,"seizures,fatigue,confusion",High
Epilepsy,"fatigue,seizures,confusion",High
Epilepsy,"loss of consciousness,seizures,confusion",High
Epilepsy,"confusion,loss of consciousness,seizures",High
Epilepsy,"loss of consciousness,fatigue,confusion,seizures",High
Epilepsy,"loss of consciousness,seizures,memory loss,confusion",High
Epilepsy,"loss of consciousness,confusion,fatigue,seizures",High
Epilepsy,"seizures,loss of consciousness,memory loss,confusion,fatigue",High
Epilepsy,"memory loss,fatigue,loss of consciousness,seizures,confusion",High
Epilepsy,"confusion,loss of consciousness,seizures",High
Epilepsy,"memory loss,loss of consciousness,seizures,fatigue,confusion",High
Epilepsy,"confusion,memory loss,seizures",High
Epilepsy,"seizures,memory loss,confusion,loss of consciousness",High
Epilepsy,"confusion,seizures,memory loss,fatigue",High
Epilepsy,"seizures,confusion,loss of consciousness",High
Epilepsy,"loss of consciousness,fatigue,confusion,seizures,memory loss",High
Epilepsy,"confusion,fatigue,memory loss,seizures",High
Epilepsy,"memory loss,seizures,confusion",High
Epilepsy,"loss of consciousness,confusion,fatigue,memory loss,seizures",High
Parkinson's Disease,"tremors,difficulty walking,muscle stiffness,loss of balance",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors,loss of balance",High
Parkinson's Disease,"tremors,loss of balance,difficulty walking",High
Parkinson's Disease,"loss of balance,difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"difficulty walking,loss of balance,muscle stiffness,tremors",High
Parkinson's Disease,"muscle stiffness,tremors,loss of balance,difficulty walking",High
Parkinson's Disease,"loss of balance,difficulty walking,tremors",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"loss of balance,difficulty walking,tremors,muscle stiffness",High
Parkinson's Disease,"difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"tremors,muscle stiffness,difficulty walking",High
Parkinson's Disease,"muscle stiffness,tremors,loss of balance,difficulty walking",High
Parkinson's Disease,"tremors,muscle stiffness,difficulty walking",High
Parkinson's Disease,"muscle stiffness,tremors,difficulty walking,loss of balance",High
Parkinson's Disease,"loss of balance,tremors,difficulty walking",High
Parkinson's Disease,"tremors,difficulty walking,loss of balance,muscle stiffness",High
Parkinson's Disease,"muscle stiffness,loss of balance,difficulty walking,tremors",High
Parkinson's Disease,"difficulty walking,tremors,muscle stiffness,loss of balance",High
Parkinson's Disease,"difficulty walking,tremors,muscle stiffness",High
Parkinson's Disease,"tremors,difficulty walking,loss of balance",High
Parkinson's Disease,"loss of balance,tremors,muscle stiffness,difficulty walking",High
Parkinson's Disease,"tremors,loss of balance,difficulty walking",High
Parkinson's Disease,"tremors,muscle stiffness,difficulty walking",High
Parkinson's Disease,"loss of balance,difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"loss of balance,tremors,muscle stiffness,difficulty walking",High
Parkinson's Disease,"loss of balance,difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"tremors,difficulty walking,muscle stiffness,loss of balance",High
Parkinson's Disease,"difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"muscle stiffness,tremors,difficulty walking",High
Parkinson's Disease,"tremors,loss of balance,difficulty walking,muscle stiffness",High
Parkinson's Disease,"difficulty walking,loss of balance,tremors,muscle stiffness",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors,loss of balance",High
Parkinson's Disease,"muscle stiffness,loss of balance,difficulty walking,tremors",High
Parkinson's Disease,"difficulty walking,loss of balance,tremors",High
Parkinson's Disease,"difficulty walking,loss of balance,muscle stiffness,tremors",High
Parkinson's Disease,"difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"loss of balance,difficulty walking,muscle stiffness,tremors",High
Parkinson's Disease,"loss of balance,muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"difficulty walking,muscle stiffness,loss of balance,tremors",High
Parkinson's Disease,"tremors,loss of balance,difficulty walking",High
Parkinson's Disease,"tremors,difficulty walking,loss of balance,muscle stiffness",High
Parkinson's Disease,"loss of balance,muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"loss of balance,tremors,difficulty walking",High
Parkinson's Disease,"muscle stiffness,loss of balance,tremors,difficulty walking",High
Parkinson's Disease,"tremors,difficulty walking,loss of balance",High
Parkinson's Disease,"muscle stiffness,difficulty walking,tremors",High
Parkinson's Disease,"difficulty walking,loss of balance,muscle stiffness,tremors",High
Parkinson's Disease,"muscle stiffness,tremors,difficulty walking",High
Alzheimer's Disease,"memory loss,confusion,difficulty walking",High
Alzheimer's Disease,"confusion,memory loss,difficulty speaking",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion",High
Alzheimer's Disease,"difficulty speaking,memory loss,confusion",High
Alzheimer's Disease,"difficulty walking,memory loss,confusion",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion,difficulty walking",High
Alzheimer's Disease,"memory loss,confusion,difficulty walking",High
Alzheimer's Disease,"difficulty speaking,memory loss,confusion",High
Alzheimer's Disease,"difficulty speaking,memory loss,difficulty walking,confusion",High
Alzheimer's Disease,"confusion,difficulty speaking,memory loss,difficulty walking",High
Alzheimer's Disease,"difficulty walking,confusion,memory loss,difficulty speaking",High
Alzheimer's Disease,"difficulty speaking,memory loss,confusion,difficulty walking",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking,difficulty speaking",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion",High
Alzheimer's Disease,"confusion,difficulty speaking,memory loss",High
Alzheimer's Disease,"memory loss,difficulty walking,confusion,difficulty speaking",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"memory loss,confusion,difficulty speaking,difficulty walking",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"memory loss,difficulty speaking,difficulty walking,confusion",High
Alzheimer's Disease,"difficulty speaking,memory loss,difficulty walking,confusion",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking,difficulty speaking",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion",High
Alzheimer's Disease,"difficulty speaking,memory loss,confusion",High
Alzheimer's Disease,"confusion,difficulty walking,memory loss",High
Alzheimer's Disease,"confusion,difficulty speaking,difficulty walking,memory loss",High
Alzheimer's Disease,"difficulty walking,confusion,memory loss,difficulty speaking",High
Alzheimer's Disease,"memory loss,difficulty walking,confusion,difficulty speaking",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"memory loss,difficulty speaking,difficulty walking,confusion",High
Alzheimer's Disease,"memory loss,difficulty walking,difficulty speaking,confusion",High
Alzheimer's Disease,"difficulty walking,difficulty speaking,memory loss,confusion",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion",High
Alzheimer's Disease,"confusion,difficulty speaking,memory loss",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"confusion,difficulty walking,difficulty speaking,memory loss",High
Alzheimer's Disease,"difficulty speaking,confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"difficulty speaking,confusion,memory loss",High
Alzheimer's Disease,"confusion,difficulty speaking,memory loss",High
Alzheimer's Disease,"difficulty walking,confusion,difficulty speaking,memory loss",High
Alzheimer's Disease,"difficulty walking,memory loss,confusion",High
Alzheimer's Disease,"confusion,memory loss,difficulty walking",High
Alzheimer's Disease,"confusion,memory loss,difficulty speaking,difficulty walking",High
Alzheimer's Disease,"memory loss,difficulty speaking,confusion,difficulty walking",High
Alzheimer's Disease,"difficulty speaking,memory loss,confusion,difficulty walking",High
Alzheimer's Disease,"difficulty speaking,confusion,memory loss",High
